bacia_sedimentar,código_do_poço_(api),nome_do_poço_(anp),tipo_de_fluido,profundidade_topo_(m),profundidade_base_(m),quantidade_de_amostra,tipo_de_container,volume_(l),data_de_conclusão_do_poço,município/estado,depositária
CAMPOS MAR,742810279500.0,9-MLS-100-RJS,ÓLEO,"2.824,00","2.844,00",2.0,Garrafa Vidro Âmbar,1,2003-07-21,CATU/BA,PETROBRAS
CAMPOS MAR,742810304200.0,9-MLL-19D-RJS,ÓLEO,"2.627,00","2.763,00",2.0,Garrafa Vidro Âmbar,1,2005-01-05,CATU/BA,PETROBRAS
CAMPOS MAR,742810306100.0,8-RO-58HP-RJS,ÓLEO,"3.270,00","4.228,00",2.0,Garrafa Vidro Âmbar,1,2006-11-01,CATU/BA,PETROBRAS
CAMPOS MAR,742810369500.0,9-BRSA-1085-RJS,ÓLEO,"3.002,00","3.018,00",3.0,Garrafa Vidro Âmbar,1,2012-11-07,CATU/BA,PETROBRAS
CAMPOS MAR,742810371000.0,9-BRSA-1099-RJS,ÓLEO,"2.981,00","3.021,00",3.0,Garrafa Vidro Âmbar,1,2012-10-13,CATU/BA,PETROBRAS
CAMPOS MAR,742810397300.0,9-MRL-231D-RJS,ÓLEO,"4.596,00","4.643,00",2.0,Garrafa Vidro Âmbar,1,2017-07-21,CATU/BA,PETROBRAS
CAMPOS MAR,742810414100.0,9-AB-135D-RJS,ÓLEO,"4.631,00","4.733,00",4.0,Garrafa Vidro Âmbar,1,2020-07-26,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,202400591900.0,8-CER-16D-BA,ÓLEO,"1.222,00","1.305,50",2.0,Garrafa Vidro Âmbar,1,2000-11-22,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,202400695500.0,7-TQ-222DP-BA,ÓLEO,"1.247,90","1.247,90",3.0,Garrafa Vidro Âmbar,1,2014-06-24,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,202400704600.0,8-GUR-1D-BA,ÓLEO,"1.973,00","1.974,50",2.0,Garrafa Vidro Âmbar,1,2018-06-24,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,202400704600.0,8-GUR-1D-BA,AGUA CORTADA POR OLEO,"2.036,00","2.036,00",2.0,Garrafa Vidro Âmbar,1,2018-06-24,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,202400704700.0,8-GUR-2D-BA,ÓLEO,"1.840,00","1.857,00",1.0,Garrafa Vidro Âmbar,1,2018-10-18,CATU/BA,PETROBRAS
SANTOS,643160008800.0,9-CRV-3-PRS,ÓLEO,"4.946,50","4.958,50",2.0,Garrafa Vidro Âmbar,1,2008-04-17,CATU/BA,PETROBRAS
SANTOS,743160010300.0,7-URG-4-RJS,ÓLEO,"4.662,00","4.695,00",2.0,Garrafa Vidro Âmbar,1,2009-03-04,CATU/BA,PETROBRAS
SANTOS,743160010900.0,9-BRSA-716-RJS,ÓLEO,"4.846,00","4.880,00",2.0,Garrafa Vidro Âmbar,1,2009-12-31,CATU/BA,PETROBRAS
SANTOS,743160010900.0,9-BRSA-716-RJS,ÓLEO,"4.890,00","5.017,00",2.0,Garrafa Vidro Âmbar,1,2009-12-31,CATU/BA,PETROBRAS
SANTOS,743160012200.0,7-URG-6HP-RJS,ÓLEO,"4.059,00","4.812,00",2.0,Garrafa Vidro Âmbar,1,2009-12-01,CATU/BA,PETROBRAS
SANTOS,743160013100.0,7-URG-8HPA-RJS,ÓLEO,"3.678,00","3.748,00",2.0,Garrafa Vidro Âmbar,1,2009-09-09,CATU/BA,PETROBRAS
SANTOS,743160014800.0,7-URG-10HP-RJS,ÓLEO,"3.979,00","4.671,00",2.0,Garrafa Vidro Âmbar,1,2010-02-11,CATU/BA,PETROBRAS
SANTOS,743160015300.0,9-BRSA-808-RJS,ÓLEO,"4.782,00","4.815,00",2.0,Garrafa Vidro Âmbar,1,2010-12-13,CATU/BA,PETROBRAS
SANTOS,743160015300.0,9-BRSA-808-RJS,ÓLEO,"4.880,00","4.911,00",2.0,Garrafa Vidro Âmbar,1,2010-12-13,CATU/BA,PETROBRAS
SANTOS,743160019000.0,9-BRSA-908D-RJS,ÓLEO,"5.055,00","5.143,00",2.0,Garrafa Vidro Âmbar,1,2011-06-28,CATU/BA,PETROBRAS
SANTOS,743160020300.0,9-LL-2-RJS,ÓLEO,"4.835,00","4.875,00",2.0,Garrafa Vidro Âmbar,1,2011-11-17,CATU/BA,PETROBRAS
SANTOS,743160020300.0,9-LL-2-RJS,ÓLEO,"4.910,00","5.050,00",2.0,Garrafa Vidro Âmbar,1,2011-11-17,CATU/BA,PETROBRAS
SANTOS,743160022900.0,8-LL-5-RJS,ÓLEO,"4.798,00","4.857,00",4.0,Garrafa Vidro Âmbar,1,2012-02-03,CATU/BA,PETROBRAS
SANTOS,743160024100.0,9-LL-6A-RJS,ÓLEO,"5.005,00","5.100,00",2.0,Garrafa Vidro Âmbar,1,2012-08-03,CATU/BA,PETROBRAS
SANTOS,743160024100.0,9-LL-6A-RJS,ÓLEO,"5.030,00","5.090,00",2.0,Garrafa Vidro Âmbar,1,2012-08-03,CATU/BA,PETROBRAS
SANTOS,743160026600.0,9-LL-7-RJS,ÓLEO,"4.820,00","4.960,00",2.0,Garrafa Vidro Âmbar,1,2012-10-27,CATU/BA,PETROBRAS
SANTOS,743160026600.0,9-LL-7-RJS,ÓLEO,"5.000,00","5.065,00",2.0,Garrafa Vidro Âmbar,1,2012-10-27,CATU/BA,PETROBRAS
SANTOS,743160026800.0,9-LL-12D-RJS,ÓLEO,"5.275,00","5.428,00",2.0,Garrafa Vidro Âmbar,1,2013-07-05,CATU/BA,PETROBRAS
SANTOS,743160027900.0,9-LL-19-RJS,ÓLEO,"4.854,00","4.905,00",2.0,Garrafa Vidro Âmbar,1,2014-06-19,CATU/BA,PETROBRAS
SANTOS,743160027900.0,9-LL-19-RJS,ÓLEO,"4.967,50","5.106,00",3.0,Garrafa Vidro Âmbar,1,2014-06-19,CATU/BA,PETROBRAS
SANTOS,743160028400.0,9-LL-16-RJS,ÓLEO,"5.070,00","5.090,00",2.0,Garrafa Vidro Âmbar,1,2013-01-10,CATU/BA,PETROBRAS
SANTOS,743160030100.0,9-LL-20D-RJS,ÓLEO,"4.909,00","4.960,00",2.0,Garrafa Vidro Âmbar,1,2013-02-12,CATU/BA,PETROBRAS
SANTOS,743160030100.0,9-LL-20D-RJS,ÓLEO,"4.990,00","5.073,00",2.0,Garrafa Vidro Âmbar,1,2013-02-12,CATU/BA,PETROBRAS
SANTOS,743160032600.0,9-BRSA-1191-RJS,ÓLEO,"5.440,00","5.500,00",3.0,Garrafa Vidro Âmbar,1,2013-12-15,CATU/BA,PETROBRAS
SANTOS,743160032600.0,9-BRSA-1191-RJS,ÓLEO,"5.633,00","5.678,00",3.0,Garrafa Vidro Âmbar,1,2013-12-15,CATU/BA,PETROBRAS
SANTOS,743160033800.0,9-LL-30-RJS,ÓLEO,"5.063,50","5.193,15",2.0,Garrafa Vidro Âmbar,1,2014-01-23,CATU/BA,PETROBRAS
SANTOS,743160034000.0,7-URG-19D-RJS,ÓLEO,"3.520,00","3.614,00",2.0,Garrafa Vidro Âmbar,1,2014-05-03,CATU/BA,PETROBRAS
SANTOS,743160036300.0,9-BUZ-1-RJS,ÓLEO,"5.420,00","5.495,00",2.0,Garrafa Vidro Âmbar,1,2014-08-12,CATU/BA,PETROBRAS
SANTOS,743160037400.0,9-BUZ-2-RJS,ÓLEO,"5.625,00","5.665,00",2.0,Garrafa Vidro Âmbar,1,2015-01-05,CATU/BA,PETROBRAS
SANTOS,743160038500.0,9-BUZ-4-RJS,PETRÓLEO,"5.339,00","5.671,00",2.0,Garrafa Vidro Âmbar,1,2014-12-28,CATU/BA,PETROBRAS
SANTOS,743160040700.0,8-LL-50-RJS,ÓLEO,"4.737,00","4.763,00",2.0,Garrafa Vidro Âmbar,1,2015-02-28,CATU/BA,PETROBRAS
SANTOS,743160041900.0,9-BUZ-3-RJS,ÓLEO,"5.380,00","5.507,00",4.0,Garrafa Vidro Âmbar,1,2015-10-26,CATU/BA,PETROBRAS
SANTOS,743160041900.0,9-BUZ-3-RJS,ÓLEO,"5.550,00","5.600,00",2.0,Garrafa Vidro Âmbar,1,2015-10-26,CATU/BA,PETROBRAS
SANTOS,743160042100.0,9-BBG-1D-RJS,ÓLEO,"5.563,00","5.702,00",4.0,Garrafa Vidro Âmbar,1,2015-11-14,CATU/BA,PETROBRAS
SANTOS,743160042100.0,9-BBG-1D-RJS,ÓLEO,"5.732,00","5.805,00",4.0,Garrafa Vidro Âmbar,1,2015-11-14,CATU/BA,PETROBRAS
SANTOS,743160043000.0,9-BUZ-7-RJS,ÓLEO,"5.580,00","5.660,00",2.0,Garrafa Vidro Âmbar,1,2015-06-26,CATU/BA,PETROBRAS
SANTOS,743160043000.0,9-BUZ-7-RJS,ÓLEO,"5.676,00","5.738,00",2.0,Garrafa Vidro Âmbar,1,2015-06-26,CATU/BA,PETROBRAS
SANTOS,743160044700.0,9-BUZ-8-RJS,ÓLEO,"5.595,00","5.666,00",2.0,Garrafa Vidro Âmbar,1,2015-12-02,CATU/BA,PETROBRAS
SANTOS,743160044900.0,9-ATP-1-RJS,ÓLEO,"5.183,00","5.389,00",2.0,Garrafa Vidro Âmbar,1,2016-02-26,CATU/BA,PETROBRAS
SANTOS,743160044900.0,9-ATP-1-RJS,ÓLEO,"5.419,00","5.595,00",2.0,Garrafa Vidro Âmbar,1,2016-02-26,CATU/BA,PETROBRAS
SANTOS,743160045100.0,9-ATP-3-RJS,ÓLEO,"5.471,00","5.597,00",2.0,Garrafa Vidro Âmbar,1,2015-12-28,CATU/BA,PETROBRAS
SANTOS,743160045200.0,8-LL-81D-RJS,ÓLEO,"5.137,00","5.360,00",2.0,Garrafa Vidro Âmbar,1,2015-11-27,CATU/BA,PETROBRAS
SANTOS,743160045200.0,8-LL-81D-RJS,ÓLEO,"5.235,00","5.360,00",2.0,Garrafa Vidro Âmbar,1,2015-11-27,CATU/BA,PETROBRAS
SANTOS,743160051000.0,8-BUZ-15-RJS,ÓLEO,"5.553,00","5.640,00",2.0,Garrafa Vidro Âmbar,1,2017-04-05,CATU/BA,PETROBRAS
SANTOS,743160054100.0,8-SRR-1A-RJS,ÓLEO,"0,00","0,00",3.0,Garrafa Vidro Âmbar,1,2017-05-30,CATU/BA,PETROBRAS
SANTOS,743160055600.0,8-BUZ-20-RJS,ÓLEO,"5.575,00","5.780,00",2.0,Garrafa Vidro Âmbar,1,2018-05-08,CATU/BA,PETROBRAS
SANTOS,743160415400.0,9-BUZ-42-RJS,ÓLEO,"5.495,00","5.671,00",2.0,Garrafa Vidro Âmbar,1,2020-10-22,CATU/BA,PETROBRAS
SANTOS,743160415400.0,9-BUZ-42-RJS,ÓLEO,"5.692,00","5.754,00",2.0,Garrafa Vidro Âmbar,1,2020-10-22,CATU/BA,PETROBRAS
SANTOS,743160425400.0,9-BUZ-48D-RJS,ÓLEO,"5.706,65","5.765,27",2.0,Garrafa Vidro Âmbar,1,2021-01-05,CATU/BA,PETROBRAS
SANTOS,863160012700.0,9-BRSA-741-SPS,ÓLEO,"3.852,00","3.892,00",2.0,Garrafa Vidro Âmbar,1,2009-10-24,CATU/BA,PETROBRAS
SANTOS,863160312900.0,9-MXL-2HP-SPS,CONDENSADO,"4.975,00","5.757,00",2.0,Garrafa Vidro Âmbar,1,2006-04-08,CATU/BA,PETROBRAS
SERGIPE TERRA,901200126900.0,8-RO-134-SE,NAO IDENTIFICADO,"0,00","0,00",2.0,Garrafa Vidro Âmbar,1,1981-06-07,CATU/BA,PETROBRAS
SERGIPE TERRA,901200130500.0,8-RO-153-SE,ÓLEO,"3.401,00","4.012,00",2.0,Garrafa Vidro Âmbar,1,1981-09-13,CATU/BA,PETROBRAS
SERGIPE TERRA,901200130900.0,8-RO-155-SE,NAO IDENTIFICADO,"3.157,00","3.187,00",2.0,Garrafa Vidro Âmbar,1,1981-09-02,CATU/BA,PETROBRAS
SERGIPE TERRA,901200305400.0,9-CL-43-SE,NAO IDENTIFICADO,"280,00","322,00",5.0,Garrafa Vidro Âmbar,1,1986-02-25,CATU/BA,PETROBRAS
SERGIPE TERRA,901200419700.0,9-CL-47-SE,ÁGUA CORTADA POR LAMA,"280,00","300,00",2.0,Garrafa Vidro Âmbar,1,2004-01-27,CATU/BA,PETROBRAS
SERGIPE TERRA,901200419700.0,9-CL-47-SE,NAO IDENTIFICADO,"332,00","348,00",8.0,Garrafa Vidro Âmbar,1,2004-01-27,CATU/BA,PETROBRAS
SERGIPE TERRA,901200419700.0,9-CL-47-SE,ÁGUA CORTADA POR LAMA,"365,00","395,00",10.0,Garrafa Vidro Âmbar,1,2004-01-27,CATU/BA,PETROBRAS
SERGIPE TERRA,901200419700.0,9-CL-47-SE,ÁGUA,"2.530,00","2.770,00",6.0,Garrafa Vidro Âmbar,1,2004-01-27,CATU/BA,PETROBRAS
SERGIPE TERRA,901200444300.0,8-SZ-458-SE,ÁGUA,"554,00","585,00",1.0,Garrafa Vidro Âmbar,1,2007-01-04,CATU/BA,PETROBRAS
SERGIPE TERRA,901200548300.0,8-CP-1574D-SE,ÓLEO,"636,00","666,00",4.0,Garrafa Vidro Âmbar,1,2015-09-21,CATU/BA,PETROBRAS
SOLIMÕES,140200092000.0,9-LUC-91D-AM,ÓLEO,"2.559,50","2.569,00",2.0,Garrafa Vidro Âmbar,1,2015-02-10,CATU/BA,PETROBRAS
CAMPOS MAR,742810249300.0,9-RO-17D-RJS,ÓLEO,"3.472,00","3.516,00",3.0,Garrafa Vidro Âmbar,1,2000-11-17,CATU/BA,PETROBRAS
CAMPOS MAR,742810249300.0,9-RO-17D-RJS,ÓLEO,"3.547,00","3.589,00",1.0,Garrafa Vidro Âmbar,1,2000-11-17,CATU/BA,PETROBRAS
CAMPOS MAR,742810249300.0,9-RO-17D-RJS,ÓLEO,"3.601,50","3.638,00",1.0,Garrafa Vidro Âmbar,1,2000-11-17,CATU/BA,PETROBRAS
CAMPOS MAR,742810272600.0,9-RO-33-RJS,ÓLEO,"2.290,00","2.290,00",1.0,Garrafa Vidro Âmbar,1,2002-11-07,CATU/BA,PETROBRAS
SANTOS,743160007600.0,9-TBU-2H-RJS,CONDENSADO,"0,00","0,00",2.0,Garrafa Vidro Âmbar,1,2008-03-24,CATU/BA,PETROBRAS
SANTOS,743160007800.0,9-TBU-2HA-RJS,ÓLEO,"4.775,00","6.218,00",3.0,Garrafa Vidro Âmbar,1,2007-10-12,CATU/BA,PETROBRAS
SANTOS,743160033700.0,9-BRSA-1197-RJS,ÓLEO,"5.625,80","5.645,80",4.0,Garrafa Vidro Âmbar,1,2013-12-24,CATU/BA,PETROBRAS
SANTOS,743160035000.0,9-BRSA-1212-RJS,ÓLEO,"0,00","0,00",3.0,Garrafa Vidro Âmbar,1,2014-05-21,CATU/BA,PETROBRAS
SANTOS,743160035000.0,9-BRSA-1212-RJS,ÓLEO,"5.386,00","5.515,00",2.0,Garrafa Vidro Âmbar,1,2014-05-21,CATU/BA,PETROBRAS
SANTOS,743160038200.0,9-BRSA-1254-RJS,ÓLEO,"4.907,50","5.160,00",2.0,Garrafa Vidro Âmbar,1,2015-03-18,CATU/BA,PETROBRAS
SANTOS,743160038200.0,9-BRSA-1254-RJS,ÓLEO,"5.206,00","5.391,50",2.0,Garrafa Vidro Âmbar,1,2015-03-18,CATU/BA,PETROBRAS
SANTOS,743160039900.0,9-BRSA-1284-RJS,ÓLEO,"5.239,00","5.388,00",2.0,Garrafa Vidro Âmbar,1,2015-07-05,CATU/BA,PETROBRAS
SANTOS,743160039900.0,9-BRSA-1284-RJS,ÓLEO,"5.439,00","5.530,00",2.0,Garrafa Vidro Âmbar,1,2015-07-05,CATU/BA,PETROBRAS
SANTOS,743160041200.0,9-SEP-1-RJS,ÓLEO,"5.240,00","5.379,00",2.0,Garrafa Vidro Âmbar,1,2015-09-11,CATU/BA,PETROBRAS
SANTOS,743160041200.0,9-SEP-1-RJS,ÓLEO,"5.480,00","5.530,00",3.0,Garrafa Vidro Âmbar,1,2015-09-11,CATU/BA,PETROBRAS
SANTOS,863160020100.0,9-BRSA-928-SPS,ÓLEO,"5.007,00","5.125,00",4.0,Garrafa Vidro Âmbar,1,2011-11-11,CATU/BA,PETROBRAS
SANTOS,863160058800.0,9-NESH-1-SPS,ÓLEO,"5.082,40","5.125,00",2.0,Garrafa Vidro Âmbar,1,2021-09-29,CATU/BA,PETROBRAS
SOLIMÕES,140200085100.0,9-RUC-75D-AM,ÓLEO,"2.641,00","2.646,00",4.0,Garrafa Vidro Âmbar,1,2012-03-03,CATU/BA,PETROBRAS
SOLIMÕES,140200086400.0,9-RUC-97DP-AM,ÓLEO,"2.565,50","2.567,50",2.0,Garrafa Vidro Âmbar,1,2012-09-19,CATU/BA,PETROBRAS
CAMPOS,74281026993.0,7-PPT-37HP-RJS,ÓLEO,-,-,1.0,Frasco âmbar 1L,1L,2013-12-16,RIO DE JANEIRO/RJ,3R
CAMPOS,74281026993.0,7-PPT-37HP-RJS,ÓLEO,-,-,1.0,Frasco âmbar 1L,1L,2013-12-16,RIO DE JANEIRO/RJ,3R
CAMPOS,74281026993.0,7-PPT-37HP-RJS,ÓLEO,-,-,1.0,Frasco âmbar 1L,1L,2013-12-16,RIO DE JANEIRO/RJ,3R
CAMPOS,74281026993.0,7-PPT-37HP-RJS,ÓLEO,-,-,1.0,Frasco âmbar 1L,1L,2013-12-16,RIO DE JANEIRO/RJ,3R
CAMPOS,74281021174.0,3-BRSA-325-RJS,ÓLEO,-,"4043,60",1.0,Frasco âmbar 1L,1L,2005-02-26,RIO DE JANEIRO/RJ,3R
CAMPOS,74281021174.0,3-BRSA-325-RJS,ÓLEO,"3045,00","3095,00",1.0,Frasco âmbar 1L,1L,2005-02-26,RIO DE JANEIRO/RJ,3R
CAMAMU,20246020385.0,4-ELPS-12-BAS,ÓLEO,"1.130,50","1.155,00",1.0,garrafa de vidro | 1 L,1L,2003-04-26,RIO DE JANEIRO/RJ,3R
CAMAMU,20246020385.0,4-ELPS-12-BAS,ÓLEO,"1.130,50","1.155,00",1.0,garrafa de vidro | 1 L,1L,2003-04-26,RIO DE JANEIRO/RJ,3R
CAMAMU,20246020385.0,4-ELPS-12-BAS,ÓLEO,"1.350,00","1.374,50",1.0,garrafa de vidro | 1 L,1L,2003-04-26,RIO DE JANEIRO/RJ,3R
CAMAMU,20246020385.0,4-ELPS-12-BAS,ÓLEO,"1.350,00","1.374,50",1.0,garrafa de vidro | 1 L,1L,2003-04-26,RIO DE JANEIRO/RJ,3R
CAMAMU,20246022549.0,1-ELPS-17DA-BAS,ÓLEO,"0,00","0,00",1.0,garrafa de vidro | 1 L,1L,2007-11-09,RIO DE JANEIRO/RJ,3R
CAMAMU,20246022549.0,1-ELPS-17DA-BAS,ÓLEO,"0,00","0,00",1.0,garrafa de vidro | 1 L,1L,2007-11-09,RIO DE JANEIRO/RJ,3R
CAMAMU,20246020385.0,4-ELPS-12-BAS,ÓLEO,"1.130,50","1.155,00",1.0,garrafa de vidro | 1 L,1L,2003-04-26,RIO DE JANEIRO/RJ,3R
CAMAMU,20246020385.0,4-ELPS-12-BAS,ÓLEO,"1.130,50","1.155,00",1.0,garrafa de vidro | 1 L,1L,2003-04-26,RIO DE JANEIRO/RJ,3R
CAMAMU,20246020385.0,4-ELPS-12-BAS,ÓLEO,"1.350,00","1.374,50",1.0,garrafa de vidro | 1 L,1L,2003-04-26,RIO DE JANEIRO/RJ,3R
CAMAMU,20246020385.0,4-ELPS-12-BAS,ÓLEO,"1.350,00","1.374,50",1.0,garrafa de vidro | 1 L,1L,2003-04-26,RIO DE JANEIRO/RJ,3R
CAMAMU,20246022549.0,1-ELPS-17DA-BAS,ÓLEO,"0,00","0,00",1.0,garrafa de vidro | 1 L,1L,2007-11-09,RIO DE JANEIRO/RJ,3R
CAMAMU,20246022549.0,1-ELPS-17DA-BAS,ÓLEO,"0,00","0,00",1.0,garrafa de vidro | 1 L,1L,2007-11-09,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,20240026081.0,1-BRSA-1056-BA,ÓLEO,"1.286,00","1.290,00",1.0,vidro ambar 1 L,1L,2012-04-02,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,20240026081.0,1-BRSA-1056-BA,ÓLEO,"1.286,00","1.290,00",1.0,vidro ambar 1 L,1L,2012-04-02,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,20240026081.0,1-BRSA-1056-BA,ÓLEO,"1.288,00","1.288,00",1.0,vidro ambar 1 L,1L,2012-04-02,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,20240026081.0,1-BRSA-1056-BA,ÓLEO,"1.288,00","1.288,00",1.0,vidro ambar 1 L,1L,2012-04-02,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,20240026081.0,1-BRSA-1056-BA,ÓLEO,"1.288,00","1.288,00",1.0,vidro ambar 1 L,1L,2012-04-02,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,20240026081.0,1-BRSA-1056-BA,ÓLEO,"1.288,00","1.288,00",1.0,vidro ambar 1 L,1L,2012-04-02,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,20240026081.0,1-BRSA-1056-BA,ÓLEO,"1.288,00","1.288,00",1.0,vidro ambar 1 L,1L,2012-04-02,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,20240026081.0,1-BRSA-1056-BA,ÓLEO,"1.288,00","1.288,00",1.0,vidro ambar 1 L,1L,2012-04-02,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,20240026081.0,1-BRSA-1056-BA,filtrado,"1.288,50","1.288,50",1.0,vidro ambar 1 L,1L,2012-04-02,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,20240022743.0,1-BRSA-568D-BA,ÓLEO,"1.152,00","1.156,00",1.0,vidro ambar 1 L,1L,2008-03-23,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,20240022743.0,1-BRSA-568D-BA,ÓLEO,"1.152,00","1.156,00",1.0,vidro ambar 1 L,1L,2008-03-23,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,20240024035.0,1-BRSA-754D-BA,ÓLEO,"2.940,00","2.951,00",1.0,vidro ambar 1 L,1L,2010-01-04,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400001300.0,1-C-1-BA,ÓLEO,"1.124,60","1.181,00",1.0,vidro ambar 1 L,1L,1941-11-26,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400001300.0,1-C-1-BA,ÓLEO,"1.124,60","1.181,00",1.0,vidro ambar 1 L,1L,1941-11-26,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,20240026954.0,3-BRSA-1168D-BA,ÓLEO,"1.300,00","1.301,00",1.0,vidro ambar 1 L,1L,2013-05-19,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,20240026954.0,3-BRSA-1168D-BA,ÓLEO,"1.306,00","1.307,00",1.0,vidro ambar 1 L,1L,2013-05-19,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,20240027042.0,3-BRSA-1174D-BA,ÓLEO,"1.338,00","1.340,00",1.0,vidro ambar 1 L,1L,2013-06-22,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,20240027042.0,3-BRSA-1174D-BA,ÓLEO,"1.338,00","1.340,00",1.0,vidro ambar 1 L,1L,2013-06-22,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,20240027042.0,3-BRSA-1174D-BA,ÓLEO,"1.348,00","1.349,00",1.0,vidro ambar 1 L,1L,2013-06-22,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,20240027042.0,3-BRSA-1174D-BA,ÓLEO,"1.348,00","1.349,00",1.0,vidro ambar 1 L,1L,2013-06-22,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,20240027042.0,3-BRSA-1174D-BA,ÁGUA DE FORMAÇÃO,"1.348,00","1.349,00",1.0,vidro ambar 1 L,1L,2013-06-22,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,20240027042.0,3-BRSA-1174D-BA,ÁGUA DE FORMAÇÃO,"1.348,00","1.349,00",1.0,vidro ambar 1 L,1L,2013-06-22,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,20240025615.0,3-BRSA-959D-BA,ÓLEO,"1.417,00","1.417,00",1.0,vidro ambar 1 L,1L,2011-08-12,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,20240025615.0,3-BRSA-959D-BA,ÓLEO,"1.417,00","1.417,00",1.0,vidro ambar 1 L,1L,2011-08-12,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,20240025694.0,3-BRSA-975DP-BA,ÓLEO,"1.300,50","1.300,50",1.0,vidro ambar 1 L,1L,2011-11-30,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,20240026509.0,4-BRSA-1112D-BA,ÓLEO,"1.248,00","1.252,00",1.0,vidro ambar 1 L,1L,2013-01-02,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,20240026509.0,4-BRSA-1112D-BA,ÓLEO,"1.248,00","1.252,00",1.0,vidro ambar 1 L,1L,2013-01-02,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,20240026509.0,4-BRSA-1112D-BA,ÓLEO,"1.248,00","1.252,00",1.0,vidro ambar 1 L,1L,2013-01-02,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,20240026509.0,4-BRSA-1112D-BA,ÓLEO,"1.248,00","1.252,00",1.0,vidro ambar 1 L,1L,2013-01-02,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,20240026509.0,4-BRSA-1112D-BA,ÓLEO,"1.248,00","1.252,00",1.0,vidro ambar 1 L,1L,2013-01-02,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,20240026641.0,4-BRSA-1133D-BA,ÓLEO,"1.471,00","1.477,00",1.0,vidro ambar 1 L,1L,2013-01-03,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,20240026641.0,4-BRSA-1133D-BA,ÓLEO,"1.471,00","1.477,00",1.0,vidro ambar 1 L,1L,2013-01-03,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,20240026641.0,4-BRSA-1133D-BA,ÓLEO,"1.471,00","1.477,00",1.0,vidro ambar 1 L,1L,2013-01-03,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,20240026641.0,4-BRSA-1133D-BA,ÓLEO,"1.471,00","1.477,00",1.0,vidro ambar 1 L,1L,2013-01-03,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,20240026641.0,4-BRSA-1133D-BA,ÓLEO,"1.471,00","1.477,00",1.0,vidro ambar 1 L,1L,2013-01-03,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,20240026641.0,4-BRSA-1133D-BA,ÓLEO,"1.471,00","1.477,00",1.0,vidro ambar 1 L,1L,2013-01-03,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,20240026641.0,4-BRSA-1133D-BA,ÓLEO,"1.471,00","1.477,00",1.0,vidro ambar 1 L,1L,2013-01-03,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,20240026641.0,4-BRSA-1133D-BA,ÓLEO,"1.471,00","1.477,00",1.0,vidro ambar 1 L,1L,2013-01-03,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,20240026641.0,4-BRSA-1133D-BA,ÓLEO,"1.471,00","1.477,00",1.0,vidro ambar 1 L,1L,2013-01-03,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,20240025208.0,4-BRSA-894-BA,ÓLEO,"2.296,00","2.312,00",1.0,vidro ambar 1 L,1L,2011-04-29,RIO DE JANEIRO/RJ,3R
