poco,cadastro,operador,poco_operador,estado,bacia,bloco,sig_campo,campo,terra_mar,poco_pos_anp,tipo,categoria,reclassificacao,situacao,início,término,conclusao,titularidade,latitude_base_4c,longitude_base_4c,latitude_base_dd,longitude_base_dd,datum_horizontal,tipo_de_coordenada_de_base,direcao,profundidade_vertical_m,profundidade_sondador_m,profundidade_medida_m,referencia_de_profundidade,mesa_rotativa,cota_altimetrica_m,lamina_d_agua_m,datum_vertical,unidade_estratigrafica,geologia_grupo_final,geologia_formacao_final,geologia_membro_final,cdpe,agp,pc,pag,perfis_convencionais,durante_perfuracao,perfis_digitais,perfis_processados,perfis_especiais,amostra_lateral,sismica,tabela_tempo_profundidade,dados_direcionais,teste_a_cabo,teste_de_formacao,canhoneio,testemunho,geoquimica,sig_sonda,nom_sonda,atingiu_presal,dha_atualizacao
1-SES-35-SES,901210163500,Petrobras,1SES 0035  SE,SE,Sergipe,DO,DO   ,DOURADO,M,N,1,Pioneiro,SECO SEM INDÍCIOS,ARRASADO,1975-08-15,1975-10-01,1975-10-01,Público,"	-11:03:26,817","	-36:56:42,199","-11,0574491666","-36,9450552777",SIRGAS2000,Definitiva,Vertical,0.0,2490.0,0.0,MR,22.0,0.0,26.0,NM,nan,nan,nan,nan,nan,nan,Existe,nan,nan,nan,Existe,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,P-4,PETROBRAS IV,nan,2024-11-24
1-SES-36-SES,901210163700,Petrobras,1SES 0036  SE,SE,Sergipe,DO,DO   ,DOURADO,M,N,1,Pioneiro,SECO SEM INDÍCIOS,ARRASADO,1975-09-24,1975-11-24,1975-11-24,Público,"	-11:04:19,991","	-36:52:44,895","-11,0722197222","-36,8791375",SIRGAS2000,Definitiva,Vertical,0.0,3550.0,0.0,MR,23.0,0.0,29.0,NM,nan,nan,nan,nan,nan,nan,Existe,nan,nan,nan,Existe,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,P-1,PETROBRAS I,nan,2024-11-24
1-SES-37-SES,901210166200,Petrobras,1SES 0037  SE,SE,Sergipe,DO,DO   ,DOURADO,M,N,1,Pioneiro,SECO SEM INDÍCIOS,ARRASADO,1976-08-21,1976-09-28,1976-09-28,Público,"	-11:07:14,160","	-36:56:18,596","-11,1206","-36,9384988888",SIRGAS2000,Definitiva,Vertical,0.0,2763.0,0.0,MR,23.0,0.0,34.0,NM,nan,nan,nan,nan,nan,nan,Existe,nan,nan,nan,Existe,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Existe,PA14                          ,nan,nan,2024-11-24
1-SES-38-SES,901210164200,Petrobras,1SES 0038  SE,SE,Sergipe,GA,GA   ,GUARICEMA,M,N,1,Pioneiro,SECO SEM INDÍCIOS,ARRASADO,1975-12-04,1976-01-19,1976-01-19,Público,"	-11:08:37,765","	-37:01:19,018","-11,1438236111","-37,0219494444",SIRGAS2000,Definitiva,Vertical,0.0,2632.0,0.0,MR,24.0,0.0,28.0,NM,nan,nan,nan,nan,nan,nan,Existe,nan,nan,nan,Existe,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,PA10,Plataforma autoelevável 10,nan,2024-11-24
1-SES-75-SES,901210240400,Petrobras,1SES 0075  SE,SE,Sergipe,GA,GA   ,GUARICEMA,M,N,1,Pioneiro,SECO SEM INDÍCIOS,ARRASADO,1983-06-27,1983-08-23,1983-08-23,Público,"	-11:11:45,352","	-37:05:54,668","-11,1959311111","-37,0985188888",SIRGAS2000,Definitiva,Vertical,0.0,3270.0,0.0,MR,25.0,0.0,24.0,NM,nan,nan,nan,nan,nan,nan,Existe,nan,nan,nan,Existe,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Existe,PA22                          ,nan,nan,2024-11-24
1-SES-76A-SE,901210245000,Petrobras,1SES 0076A SE,SE,Sergipe,DO,DO   ,DOURADO,M,N,1,Pioneiro,SECO SEM INDÍCIOS,ARRASADO,1983-09-06,1983-09-28,1983-09-28,Público,"	-11:02:31,560","	-36:55:43,423","-11,0421","-36,9287286111",SIRGAS2000,Definitiva,Vertical,0.0,2500.0,0.0,MR,23.0,0.0,25.0,NM,nan,nan,nan,nan,nan,nan,Existe,nan,nan,nan,Existe,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Existe,P-5,PETROBRAS V,I,2024-11-24
1-SES-76-SE,901210244500,Petrobras,1SES 0076  SE,SE,Sergipe,DO,DO   ,DOURADO,M,N,1,Pioneiro,ABANDONADO POR ACIDENTE MECÂNICO,ARRASADO,1983-09-02,1983-09-02,1983-09-02,Público,"	-11:02:31,561","	-36:55:43,440","-11,0421002777","-36,9287333333",SIRGAS2000,Definitiva,Vertical,0.0,125.0,0.0,MR,23.0,0.0,25.0,NM,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,P-5,PETROBRAS V,I,2024-11-24
1-SHEL-2-ESS,34281019151,Shell Brasil,1SHELL2ESS,ES,Campos,BC-10,ABA  ,ABALONE,M,S,1,Pioneiro,SECO COM INDÍCIOS GÁS NATURAL,ABANDONADO PERMANENTEMENTE,2000-12-12,2001-01-25,2001-01-25,Público,"	-21:21:35,059","	-39:36:42,417","-21,3597386111","-39,6117825",SIRGAS2000,Definitiva,Vertical,4212.0,4883.0,4819.0,MR,38.0,0.0,1924.0,NM,nan,nan,nan,nan,Existe,nan,Existe,nan,nan,Existe,Existe,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,STT,STENA TAY,I,2024-11-24
1-SHEL-29-ESS,34281027553,Shell Brasil,1SHEL29ESS,ES,Campos,nan,ARGO ,ARGONAUTA,M,S,1,Pioneiro,SECO SEM INDÍCIOS,ABANDONADO PERMANENTEMENTE,2014-04-18,2014-05-01,2014-05-07,Público,"	-21:11:12,205","	-39:50:44,544","-21,1867236111","-39,8457066666",SIRGAS2000,Definitiva,Vertical,3499.0,3525.0,3525.0,MR,25.0,0.0,1625.0,NM,nan,Campos,Carapebus,nan,Existe,nan,Existe,Existe,nan,Existe,nan,nan,nan,nan,nan,nan,Existe,nan,nan,nan,nan,nan,NMS,Noble Max Smith,N,2024-11-24
1-SJM-1-RN,721000080500,3R Potiguar,1SJM 0001  RN,RN,Potiguar,ARG,ARG  ,ALTO DO RODRIGUES,T,N,1,Pioneiro,SECO SEM INDÍCIOS,CEDIDO PARA A CAPTAÇÃO DE ÁGUA,1982-03-01,1982-03-05,1982-03-05,Público,"	-05:19:46,418","	-36:40:57,034","-5,3295605555","-36,6825094444",SIRGAS2000,Definitiva,Vertical,0.0,566.0,0.0,MR,35.0,0.0,0.0,NM,nan,nan,nan,nan,nan,nan,Existe,nan,nan,nan,Existe,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Existe,SC-94,SONDA CONVENCIONAL 94,nan,2024-11-24
1-SLS-1-ES,342700050300,Petrobras,1SLS 0001  ES,ES,Espírito Santo,BREG,nan,nan,T,N,1,Pioneiro,SECO COM INDÍCIOS DE PETRÓLEO,DEVOLVIDO,1999-05-23,1999-06-05,1999-06-05,Público,"	-19:22:35,239","	-39:50:00,558","-19,3764552777","-39,8334883333",SIRGAS2000,Definitiva,Vertical,0.0,1786.0,0.0,MR,10.0,0.0,0.0,NM,nan,nan,nan,nan,Existe,Existe,Existe,nan,nan,nan,Existe,nan,Existe,nan,Existe,Existe,nan,nan,nan,nan,nan,nan,SC-94,SONDA CONVENCIONAL 94,I,2024-11-24
1-SMAR-1-SE,90120023376,Silver Marlin,1SMAR001SE,SE,Sergipe,SEAL-T-460,nan,nan,T,S,1,Pioneiro,PORTADOR DE PETRÓLEO,nan,2008-10-14,2008-11-08,2008-11-08,Público,"	-11:01:39,877","	-37:11:46,472","-11,0277436111","-37,1962422222",SIRGAS2000,Definitiva,Vertical,-1109.0,1158.0,1152.0,MR,43.0,40.0,0.0,NM,nan,nan,nan,nan,Existe,nan,Existe,nan,Existe,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,PSY-01 (SPB),SONDA PIONEIRA BRASIL,nan,2024-11-24
1-SMAR-3-BA,20240023486,Silver Marlin,1LOC2REC138,BA,Recôncavo,REC-T-138,nan,nan,T,S,1,Pioneiro,SECO SEM INDÍCIOS,nan,2008-11-24,2009-07-07,2009-07-26,Público,"	-12:18:42,429","	-38:33:14,269","-12,3117858333","-38,5539636111",SIRGAS2000,Definitiva,Vertical,1593.0,1840.0,1843.0,MR,161.0,156.0,0.0,NM,nan,nan,nan,nan,Existe,nan,nan,nan,Existe,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,PSY-01 (SPB),SONDA PIONEIRA BRASIL,I,2024-11-24
1-SMAR-4-BA,20240023795,Silver Marlin,1LOC1REC59,BA,Recôncavo,REC-T-59,nan,nan,T,S,1,Pioneiro,ABANDONADO POR OUTRAS RAZÕES,nan,2009-03-26,2009-04-30,2009-04-30,Público,"	-11:57:40,765","	-38:06:25,782","-11,9613236111","-38,1071616666",SIRGAS2000,Definitiva,Vertical,0.0,0.0,0.0,MR,162.0,160.0,0.0,NM,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,PSY-01 (SPB),SONDA PIONEIRA BRASIL,I,2024-11-24
1-SMC-1-AL,81150003300,Origem Alagoas,1SMC 0001  AL,AL,Alagoas,FU,FU   ,FURADO,T,N,1,Pioneiro,SECO SEM INDÍCIOS,ARRASADO,1958-06-12,1958-11-28,1958-11-28,Público,"	-09:49:02,448","	-36:05:50,395","-9,8173466666","-36,0973319444",SIRGAS2000,Definitiva,Vertical,0.0,0.0,0.0,MR,121.0,0.0,0.0,NM,nan,nan,nan,nan,nan,Existe,Existe,nan,nan,nan,Existe,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Existe,SC-60,SONDA CONVENCIONAL 60,I,2024-11-24
1-SMC-2-AL,81150056800,Origem Alagoas,1SMC 0002  AL,AL,Alagoas,FU,FU   ,FURADO,T,N,1,Pioneiro,SECO COM INDÍCIOS GÁS NATURAL,ARRASADO,1969-01-19,1969-05-05,1969-05-05,Público,"	-09:51:42,046","	-36:08:31,609","-9,8616794444","-36,1421136111",SIRGAS2000,Definitiva,Vertical,0.0,0.0,0.0,MR,115.0,0.0,0.0,NM,nan,nan,nan,nan,nan,Existe,Existe,nan,nan,nan,Existe,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Existe,SC-50,SONDA CONVENCIONAL 50,I,2024-11-24
1-SMC-3-AL,81150054300,Origem Alagoas,1SMC 0003  AL,AL,Alagoas,FU,FU   ,FURADO,T,N,1,Pioneiro,PORTADOR DE GÁS NATURAL,ARRASADO,1968-12-06,1969-06-26,1969-06-26,Público,"	-09:51:55,429","	-36:05:47,002","-9,8653969444","-36,0963894444",SIRGAS2000,Definitiva,Vertical,0.0,0.0,0.0,MR,94.0,0.0,0.0,NM,nan,nan,nan,nan,nan,Existe,Existe,nan,nan,nan,Existe,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Existe,SC-59,SONDA CONVENCIONAL 59,I,2024-11-24
1-SMC-4-AL,81150081900,Origem Alagoas,1SMC 0004  AL,AL,Alagoas,FU,FU   ,FURADO,T,N,1,Pioneiro,DESCOBRIDOR DE CAMPO COM GÁS NATURAL,PRODUZINDO,1973-03-11,1973-05-13,1973-05-13,Público,"	-09:50:29,796","	-36:05:43,429","-9,84161","-36,0953969444",SIRGAS2000,Definitiva,Vertical,0.0,0.0,0.0,MR,105.0,0.0,0.0,NM,nan,nan,nan,nan,nan,Existe,Existe,nan,nan,nan,Existe,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Existe,SC40,SONDA CONVENCIONAL 40,I,2024-11-24
1-SMI-1-RN,721000300900,Potiguar E&P S.A.,1SMI 0001  RN,RN,Potiguar,PJ,PJ   ,PAJEÚ,T,N,1,Pioneiro,SECO SEM INDÍCIOS,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,1987-12-03,1987-12-06,1987-12-06,Público,"	-05:16:46,806","	-37:29:24,613","-5,2796683333","-37,4901702777",SIRGAS2000,Definitiva,Vertical,0.0,840.0,0.0,MR,63.0,0.0,0.0,NM,nan,nan,nan,nan,nan,nan,Existe,nan,nan,nan,Existe,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,SC84,SONDA CONVENCIONAL 84,I,2024-11-24
1-SMI-2-RN,721000366600,Potiguar E&P S.A.,1SMI 0002  RN,RN,Potiguar,PJ,PJ   ,PAJEÚ,T,N,1,Pioneiro,DESCOBRIDOR DE CAMPO COM PETRÓLEO,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,1990-08-02,1990-08-07,1990-08-07,Público,"	-05:15:59,111","	-37:30:36,170","-5,2664197222","-37,5100472222",SIRGAS2000,Definitiva,Vertical,0.0,786.0,0.0,MR,78.0,0.0,0.0,NM,nan,nan,nan,nan,nan,nan,Existe,nan,nan,nan,Existe,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,SC84,SONDA CONVENCIONAL 84,I,2024-11-24
1-SMN-1-RN,721000285000,Arclima,1SMN 0001  RN,RN,Potiguar,SMA,SMA  ,SÃO MANOEL,T,N,1,Pioneiro,DESCOBRIDOR DE CAMPO COM PETRÓLEO,ARRASADO,1987-05-24,1987-06-21,1987-06-21,Público,"	-05:20:51,573","	-37:07:42,185","-5,3476591666","-37,1283847222",SIRGAS2000,Definitiva,Vertical,0.0,2466.0,0.0,MR,110.0,0.0,0.0,NM,nan,nan,nan,nan,nan,Existe,Existe,nan,nan,nan,Existe,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Existe,SC-97,SONDA CONVENCIONAL 97,I,2024-11-24
1-SM-1-RN,721000057300,nan,1SM  0001  RN,RN,Potiguar,nan,nan,nan,T,N,1,Pioneiro,SECO SEM INDÍCIOS,ARRASADO,1981-05-04,1981-05-21,1981-05-21,Público,"	-05:04:14,639","	-36:57:18,367","-5,0707330555","-36,9551019444",SIRGAS2000,Definitiva,Vertical,0.0,1365.0,0.0,MR,194.0,0.0,0.0,NM,nan,nan,nan,nan,nan,Existe,Existe,nan,nan,nan,Existe,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,SC-94,SONDA CONVENCIONAL 94,I,2024-11-24
1-SM-2-RN,721000142100,3R Potiguar,1SM  0002  RN,RN,Potiguar,nan,nan,nan,T,N,1,Pioneiro,SECO SEM INDÍCIOS,CEDIDO PARA A CAPTAÇÃO DE ÁGUA,1983-06-10,1983-06-28,1983-06-28,Público,"	-05:09:40,454","	-36:55:39,661","-5,1612372222","-36,9276836111",SIRGAS2000,Definitiva,Vertical,0.0,1502.0,0.0,MR,184.0,0.0,0.0,NM,nan,nan,nan,nan,nan,nan,Existe,nan,nan,nan,Existe,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Existe,SC-94,SONDA CONVENCIONAL 94,I,2024-11-24
1-SPS-15-SPS,863160703500,Petrobras,1SPS 0015  SP,SP,Santos,BS-400,MXL  ,MEXILHÃO,M,N,1,Pioneiro,SECO SEM INDÍCIOS,ABANDONADO POR LOGÍSTICA EXPLORATÓRIA,1980-02-17,1980-06-10,1980-06-10,Público,"	-24:27:13,725","	-44:20:52,858","-24,4538125","-44,3480161111",SIRGAS2000,Definitiva,Vertical,0.0,4783.0,0.0,MR,15.0,0.0,289.0,NM,nan,nan,nan,nan,nan,Existe,Existe,nan,nan,nan,Existe,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Existe,D511                          ,nan,nan,2024-11-24
1-SPS-31-SPS,863160182300,nan,1SPS 0031  SP,SP,Santos,Brasil,nan,nan,M,N,1,Pioneiro,SECO COM INDÍCIOS DE PETRÓLEO,ABANDONADO POR LOGÍSTICA EXPLORATÓRIA,1989-11-13,1990-01-02,1990-01-02,Público,"	-25:39:39,418","	-45:39:10,084","-25,6609494444","-45,6528011111",SIRGAS2000,Definitiva,Vertical,0.0,4895.0,0.0,MR,27.0,0.0,156.0,NM,nan,nan,nan,nan,nan,Existe,Existe,nan,nan,nan,Existe,nan,nan,nan,Existe,Existe,nan,nan,nan,nan,nan,Existe,P-23,PETROBRAS  XXIII,nan,2024-11-24
1-SPS-7-SPS,863160701100,Wintershall BM-S-14,1SPS 0007  SP,SP,Santos,BM-S-14,nan,nan,M,N,1,Pioneiro,SECO SEM INDÍCIOS,ABANDONADO PERMANENTEMENTE,1978-08-29,1979-03-19,1979-03-19,Público,"	-24:15:10,129","	-44:20:10,858","-24,2528136111","-44,3363494444",SIRGAS2000,Definitiva,Vertical,0.0,4794.0,0.0,MR,15.0,0.0,152.0,NM,nan,nan,nan,nan,nan,Existe,Existe,nan,nan,nan,Existe,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Existe,CHAN                          ,nan,nan,2024-11-24
1-STAR-10-RN,72100023459,Potiguar E&P S.A.,1CNB1RN,RN,Potiguar,POT-T-748,SBO  ,SABIÁ BICO-DE-OSSO,T,S,1,Pioneiro,DESCOBRIDOR DE CAMPO COM PETRÓLEO,PRODUZINDO,2008-11-12,2009-02-28,2009-03-05,Público,"	-05:28:31,497","	-37:05:53,556","-5,4754158333","-37,09821",SIRGAS2000,Definitiva,Vertical,-500.0,623.0,623.0,MR,123.0,118.0,0.0,NM,nan,nan,nan,nan,nan,nan,Existe,nan,Existe,nan,nan,nan,nan,nan,nan,nan,nan,Existe,Existe,nan,nan,nan,SHRP-04,SONDA HIDRÁULICA ROTO-PNEUMÁTICA 4,I,2024-11-24
1-STAR-12-SE,90120023959,SHB,1PIT1SE,SE,Sergipe,SEAL-T-455,nan,nan,T,S,1,Pioneiro,SECO SEM INDÍCIOS,ARRASADO,2009-06-14,2009-06-24,2009-06-27,Público,"	-10:58:26,601","	-37:13:14,170","-10,9740558333","-37,2206027777",SIRGAS2000,Definitiva,Vertical,-996.0,1083.0,1082.0,MR,86.0,80.0,0.0,NM,nan,nan,nan,nan,Existe,nan,Existe,nan,Existe,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,KM,RAPID RIG Sonda Convencional de Perfuração KM,nan,2024-11-24
1-STAR-22-RJS,74281025741,SHB,1GAV1RJS,RJ,Campos,C-M-622,nan,nan,M,S,1,Pioneiro,SECO SEM INDÍCIOS,ARRASADO,2011-09-14,2011-11-11,2012-01-05,Público,"	-23:37:50,215","	-41:20:34,377","-23,6306152777","-41,3428825",SIRGAS2000,Definitiva,Vertical,-4241.0,4281.0,4167.0,MR,26.0,0.0,267.0,NM,nan,nan,nan,nan,Existe,nan,Existe,nan,Existe,Existe,nan,nan,nan,nan,Existe,nan,nan,nan,nan,nan,nan,nan,GLOBAL,GSF ARCTIC I,N,2024-11-24
1-STAR-23-ES,34270025837,SHB,1MGD1ES,ES,Espírito Santo,ES-T-410,nan,nan,T,S,1,Pioneiro,SECO COM INDÍCIOS DE PETRÓLEO,ARRASADO,2011-11-07,2011-11-23,2011-11-23,Público,"	-18:56:18,690","	-39:48:23,001","-18,938525","-39,8063891666",SIRGAS2000,Definitiva,Vertical,-1496.0,1510.0,1506.0,MR,5.0,5.0,0.0,NM,nan,nan,nan,nan,Existe,nan,Existe,Existe,Existe,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,DF-04,DRILLFOR-04,nan,2024-11-24
1-STAR-27A-BA,20240026263,SHB,1ARO1ABA,BA,Recôncavo,REC-T-130,nan,nan,T,S,1,Pioneiro,ABANDONADO POR OBJETIVO/ALVO NÃO ATINGIDO,ABANDONADO PERMANENTEMENTE,2012-05-20,2012-05-30,2012-06-25,Público,"	-12:15:47,296","	-38:12:24,014","-12,2631377777","-38,2066705555",SIRGAS2000,Definitiva,Vertical,2160.0,2288.0,2288.0,MR,6.0,122.0,0.0,NM,nan,nan,nan,nan,Existe,nan,Existe,Existe,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,KM,RAPID RIG Sonda Convencional de Perfuração KM,I,2024-11-24
1-STAR-3-BA,20240022632,SHB,1IPA1BA,BA,Recôncavo,REC-T-192,nan,nan,T,S,1,Pioneiro,PRODUTOR SUBCOMERCIAL DE PETRÓLEO,ARRASADO,2007-10-29,2007-12-20,2007-12-28,Público,"	-12:28:55,204","	-38:31:20,629","-12,4820011111","-38,5223969444",SIRGAS2000,Definitiva,Vertical,1900.0,1987.0,1987.0,MR,87.0,82.0,0.0,NM,nan,nan,nan,nan,Existe,nan,Existe,nan,Existe,nan,nan,nan,nan,nan,nan,nan,nan,Existe,nan,nan,nan,nan,PSY-01 (SPB),SONDA PIONEIRA BRASIL,nan,2024-11-24
1-STAR-5D-SE,90120023093,SHB,1CJU1DSE,SE,Sergipe,SEAL-T-462,ARC  ,ARACUÃ,T,S,1,Pioneiro,DESCOBRIDOR DE CAMPO COM PETRÓLEO,ARRASADO,2008-06-12,2008-09-01,2008-09-11,Público,"	-11:00:42,012","	-37:04:12,695","-11,01167","-37,0701930555",SIRGAS2000,Definitiva,Direcional,2110.0,2400.0,2400.0,MR,10.0,2.0,0.0,NM,nan,nan,nan,nan,Existe,nan,Existe,nan,Existe,Existe,nan,nan,nan,nan,nan,nan,Existe,Existe,Existe,nan,nan,nan,SPP-10,SONDA DE PERFURAÇÃO PREST 10,nan,2024-11-24
1-STAR-6D-SE,90120023315,SHB,1MAG1DSE,SE,Sergipe,SEAL-T-462,nan,nan,T,S,1,Pioneiro,SECO COM INDÍCIOS DE PETRÓLEO,ARRASADO,2008-09-11,2008-10-10,2008-10-10,Público,"	-11:01:11,472","	-37:05:45,426","-11,0198533333","-37,0959516666",SIRGAS2000,Definitiva,Direcional,2300.0,2430.0,2430.0,MR,13.0,5.0,0.0,NM,nan,nan,nan,nan,Existe,nan,Existe,nan,Existe,Existe,Existe,nan,nan,nan,nan,nan,Existe,Existe,nan,nan,nan,nan,SPP-10,SONDA DE PERFURAÇÃO PREST 10,nan,2024-11-24
1-STAR-8-RN,72100023444,Aguila,1MCB1RN,RN,Potiguar,POT-T-794,CBB  ,CABOCLINHO BRANCO,T,S,1,Pioneiro,DESCOBRIDOR DE CAMPO COM GÁS NATURAL,ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO,2008-11-06,2009-01-11,2009-01-16,Público,"	-05:30:39,799","	-37:10:01,040","-5,5110552777","-37,1669555555",SIRGAS2000,Definitiva,Vertical,-401.0,521.0,521.0,MR,120.0,115.0,0.0,NM,nan,nan,nan,nan,Existe,nan,Existe,nan,Existe,nan,nan,nan,nan,nan,nan,nan,nan,Existe,Existe,nan,nan,nan,PSY-02 (SPS),SONDA PIONEIRA SUDESTE,I,2024-11-24
1-STAT-7-BAS,20246025802,Petrobras,1STATILHAGRANDEBAS,BA,Camamu,CAL-M-60,nan,nan,M,S,1,Pioneiro,SECO SEM INDÍCIOS,ABANDONADO PERMANENTEMENTE,2011-10-07,2011-10-30,2011-11-08,Público,"	-13:20:50,788","	-38:18:10,729","-13,3474411111","-38,3029802777",SIRGAS2000,Definitiva,Vertical,3445.0,3470.0,3470.0,MR,25.0,0.0,1885.0,NM,nan,nan,nan,nan,Existe,nan,Existe,nan,Existe,Existe,nan,nan,nan,nan,Existe,nan,Existe,nan,nan,nan,nan,nan,WP,WEST POLARIS,N,2024-11-24
1-STAT-7i-BAS,20246025767,Petrobras,1STATILHAGRANDEiBAS,BA,Camamu,CAL-M-60,nan,nan,M,S,1,Pioneiro,OUTRAS FINALIDADES,ABANDONADO PERMANENTEMENTE,2011-10-01,2011-10-03,2011-10-03,Público,"	-13:20:50,946","	-38:18:10,676","-13,347485","-38,3029655555",SIRGAS2000,Definitiva,Vertical,-2455.0,2480.0,2480.0,MR,25.0,0.0,1885.0,NM,nan,nan,nan,nan,Existe,nan,Existe,nan,nan,Existe,nan,nan,nan,nan,nan,nan,Existe,nan,nan,nan,nan,nan,WP,WEST POLARIS,N,2024-11-24
1-TG-1-SE,901200074300,Petroil,1TG  0001  SE,SE,Sergipe,TG,TG   ,TIGRE,T,N,1,Pioneiro,DESCOBRIDOR DE CAMPO COM PETRÓLEO,FECHADO,1971-07-27,1971-09-08,1971-09-08,Público,"	-10:35:46,778","	-36:40:33,768","-10,5963272222","-36,6760466666",SIRGAS2000,Definitiva,Vertical,0.0,2400.0,0.0,MR,16.0,0.0,0.0,NM,nan,nan,nan,nan,nan,nan,Existe,nan,nan,nan,Existe,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Existe,SC-50,SONDA CONVENCIONAL 50,nan,2024-11-24
1-TR-2-RN,721000138900,Petro-Victory,1TR  0002  RN,RN,Potiguar,TR_OP,nan,nan,T,N,1,Pioneiro,DESCOBRIDOR DE CAMPO COM PETRÓLEO,EQUIPADO AGUARDANDO INÍCIO DE OPERAÇÃO,1983-05-13,1983-06-01,1983-06-01,Público,"	-05:19:20,077","	-37:04:19,527","-5,3222436111","-37,0720908333",SIRGAS2000,Definitiva,Vertical,0.0,1645.0,0.0,MR,100.0,0.0,0.0,NM,nan,nan,nan,nan,nan,Existe,Existe,nan,nan,nan,Existe,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Existe,SC-94,SONDA CONVENCIONAL 94,I,2024-11-24
1-UP-1-BA,202400219300,PetroRecôncavo,1UP  0001  BA,BA,Recôncavo,RO,RO   ,REMANSO,T,N,1,Pioneiro,SECO SEM INDÍCIOS,ABANDONADO PERMANENTEMENTE,1967-12-18,1968-01-15,1968-01-15,Público,"	-12:28:48,138","	-38:18:29,725","-12,4800383333","-38,3082569444",SIRGAS2000,Definitiva,Vertical,0.0,1520.0,0.0,MR,48.0,0.0,0.0,NM,nan,nan,nan,nan,nan,Existe,Existe,nan,nan,nan,Existe,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,SC-65,SONDA CONVENCIONAL 65,nan,2024-11-24
1-UTC-1-RN,72100024838,Imetame,1UTC1RN,RN,Potiguar,BT-POT-10,nan,nan,T,S,1,Pioneiro,SECO COM INDÍCIOS DE PETRÓLEO,ARRASADO,2010-06-19,2010-06-22,2010-06-24,Público,"	-05:28:10,012","	-37:30:26,444","-5,4694477777","-37,5073455555",SIRGAS2000,Definitiva,Vertical,350.0,386.0,387.0,MR,37.0,33.0,0.0,NM,nan,nan,nan,nan,Existe,nan,Existe,Existe,Existe,nan,nan,nan,nan,nan,nan,nan,nan,Existe,nan,nan,nan,nan,PRN-01,PROEN-01,nan,2024-11-24
1-UTC-2-RN,72100024851,Imetame,1UTC2RN,RN,Potiguar,BT-POT-10,CBO  ,CABOCLINHO,T,S,1,Pioneiro,PORTADOR DE PETRÓLEO E GÁS NATURAL,ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO,2010-06-28,2010-07-06,2010-08-03,Público,"	-05:30:58,953","	-37:31:20,544","-5,5163758333","-37,5223733333",SIRGAS2000,Definitiva,Vertical,908.0,970.0,966.0,MR,58.0,54.0,0.0,NM,nan,nan,nan,nan,Existe,nan,Existe,Existe,Existe,nan,nan,nan,nan,nan,nan,nan,nan,Existe,nan,nan,nan,nan,PRN-01,PROEN-01,I,2024-11-24
1-UTC-3-RN,72100024907,Níon Energia,UT-C-3,RN,Potiguar,nan,GC   ,GALO DE CAMPINA,T,S,1,Pioneiro,PORTADOR DE PETRÓLEO,PRODUZINDO,2010-07-17,2010-07-29,2010-08-14,Público,"	-05:27:37,113","	-37:35:43,030","-5,4603091666","-37,5952861111",SIRGAS2000,Definitiva,Vertical,1275.0,1335.0,1330.0,MR,55.0,51.0,0.0,NM,nan,nan,nan,nan,Existe,nan,Existe,nan,Existe,nan,nan,nan,nan,nan,nan,nan,nan,Existe,Existe,nan,nan,nan,PRN-01,PROEN-01,I,2024-11-24
